lib,title,target
천호,[모집] 슬기로운 방학생활:겨울방학편 <슬기로운 초등습관>,대상 : 양육자
천호,[모집] 천호도서관 커뮤니티와 함께하는 문화가있는날 11월 : <달 사람>관련 나만의 우즈 비즈 팔찌 만들기,대상 : 누구나
성내,그림책으로 떠나는 감정여행 <12/2 분노>,대상 : 초1~2
성내,그림책으로 떠나는 감정여행 <11/30 두려움>,대상 : 초1~2
천호,[모집] 천호도서관 다문화 이해 프로그램  「세계 속 온마을 i」 ,대상 : 7~9세 아동 10명
해공,"다문화 인식개선 프로그램  「치치차차, 중국」",대상 : 초등 1~2학년
천호,[작가와의 만남] 이수지 작가 특별 강연 「우리 아이 그림책과 가까워지기」,대상 : 양육자 30명
성내,그림책으로 떠나는 감정여행 <11/25(목) 서운함>,대상 : 6~7세
성내,그림책으로 떠나는 감정여행 <11/23(화) 걱정>,대상 : 6~7세
강일,[모집] 전통문화에 상상을 더하는 우리가족 (무돌 작가와의 만남& 비대면 인형극),대상 : 아동 및 학무보 
해공,[모집] 신중년 특화 프로그램 「시니어 디지털 교육」,대상 : 신중년(50대이상)
성내,그림책으로 떠나는 감정여행 <11/18(목) 슬픔>,대상 : 7~8세
성내,그림책으로 떠나는 감정여행 <11/16(화) 속상함>,대상 : 6~7세
암사,[모집] 공공도서관 문화가 있는 날 「비올라로 듣는 렉처콘서트: Extra-ordinary Life」,대상 : 강동구 지역주민 누구나
강일, [모집] 사서선생님과 함께하는 독서프로그램 11월 북프랜드 ,대상 : 성인
암사,"[모집] 그림책 작가 이기훈 북토크 - 글 없는 그림책에 대한 소고와, <09:47> 작가노트",대상 : 일반
둔촌,"[모집] 100세 시대, 슬기로운 디지털 라이프 읽기",대상 : 만 55세이상 시니어 10명
암사,[추가모집] 암사도서관 다문화 프로그램  「색다른 놀이터」,대상 : 초등 저학년(1~3학년)
둔촌,"[개관1주년 기념행사] 손끝으로 전해지는 위로, 쓱쓱싹싹 비누 만들기",대상 : 엄마(또는 아빠)와 5~6세 아이 10팀
둔촌,[개관1주년 기념행사] 서귤 작가와의 만남 <창작하는 직장인의 생활>,대상 : 성인 20명
해공,[장애인식개선 특강] 류승연 작가의 「서로의 풍경이 된다는 것」,대상 : 성인 30명
해공,[모집] 장애인식개선 프로그램 「어린이 수어교실」,대상 : 초등학교 저학년
강일,[모집]커뮤니티 지원 프로그램 「나도 책 모임 운영자가 될 수 있다」,대상 : 성인
천호,"[모집] 천호도서관 커뮤니티와 함께하는 문화가있는날 10월 : 나만의 카메라, 신문 만들기",대상 : 누구나
천호,[모집] '동네북'과 함께하는 「온마을i 러닝메이트」 11월,대상 : 7세 아동
강일,[강일도서관] 리브터치 #협동 ·공감편 「스마트폰 하나면 나도 유튜버」,대상 : 초층 3~6학년
해공,[모집] 장애인식개선 프로그램 「점자촉각 단어카드 만들기」,대상 : 초등이상 25명
해공,[모집] 신중년 특화 프로그램  「스마트폰으로 찍는 인생사진」,대상 : 신중년(50대이상)
성내,[창업특성화프로그램] 11월 성내 창업 상담,대상 : 성인
강일, [모집] 사서선생님과 함께하는 독서프로그램 10월 북프랜드,대상 : 8~10세
천호,[모집] 온마을i축제 「다시 생각하는 공동육아」 홍지혜 작가와의 만남,대상 : 양육자
천호,[모집] 「게임 미디어 리터러시 멘토링」 with 온마을 i 커뮤니티,대상 : 양육자 12명
천호,[모집] 온마을i 축제 「함께하는 책놀이 육아」 토요일 8~10세,대상 : 8세~10세 아동
천호,[모집] 온마을i 축제 「함께하는 책놀이 육아」 토요일 5~7세,대상 : 5세~7세 아동
천호,[모집] 온마을i 축제 「함께하는 책놀이 육아」 금요일 6~8세,대상 : 6세~8세 아동
천호,[모집] 온마을i 축제 「함께하는 책놀이 육아」 금요일 8~9세,대상 : 8세~9세 아동
해공,[모집] 신중년 특화 프로그램  「내 생의 첫 술 빚기」,대상 : 신중년(50대이상)
강일,[강일도서관] 리브터치 #협동·공감편  「지구를 부탁해」 ,대상 : 초등 3~4학년
천호, [모집] 「슬기로운 그림책 탐구」 with 온마을 i 커뮤니티,대상 : 9세~11세 아동
암사,ART人LIBRARY 미술커뮤니티 1주1그림 2기 - 도서:색연필 드로잉 좋아하세요?,대상 : 누구나 
암사,ART人LIBRARY 미술커뮤니티 1주1그림 2기 - 도서:색연필로 그리는 고양이 손그림 (추가모집),대상 : 누구나
천호,[모집] 2021 북스타트 부모특강 <내 안의 어린아이와 만나는 시간> ,대상 : 영유아 양육자(1~4세 부모 추천)
천호,[2021 도서관에 가면 마을도 있다] 세대별 공동체(어린이 대상) 독서모임 진행자 모집 ,대상 : 강동구립도서관 공동체 독서리더로 활동하기 원하는 성인
성내,[2021 도서관에 가면 마을도 있다] 세대별 공동체(성인 대상) 독서모임 진행자 모집,대상 : 강동구립도서관 공동체 독서리더로 활동하기 원하는 성인
성내,[그림책 특화 프로그램] 10월 그림책 브런치 - 나선희 번역가(10/13),대상 : 성인
천호,[모집] 천호도서관 커뮤니티와 함께하는 문화가있는날 9월 : 나만의 윷놀이 만들기,대상 : 누구나
성내,[창업특성화프로그램] 10월 성내 창업 상담,대상 : 성인
암사,[암사도서관 커뮤니티] 오늘도 시며들다 (시낭독+필사) 추가 모집 ,대상 : 성인30명
성내,동화작가 '임서경'과 함께하는 어린이 북큐레이터 특강,대상 : 초등 15명
천호,[모집] '동네북'과 함께하는 「온마을i 러닝메이트」 10월,대상 : 7세 아동
해공,[2021 강동북페스티벌] 김창완×이안 토크콘서트 「언감생심 동심」 ,대상 : 성인 130명
강일,[모집] 사서선생님과 함께하는 독서프로그램 9월 북프랜드,대상 : 8~9세
강일, (추가모집)[북모닝 모집] 시니어 디지털 미디어 교육,대상 : 만 55세 이상
암사,[암사도서관 커뮤니티] 살펴보기 - 걷는 라이프 추가 모집,대상 : 성인 30명
천호,"[모집] 아이의 세상을 열어주는 부모의 언어를 만나다! <엄마의 어휘력>저자 표유진 작가, 부모특강",대상 : 0~7세 영유아 양육자 20명
강일, [강일도서관] 독서의 달 행사  「가방 속 책 한 권」  ,대상 : 관심있는 누구나
암사, [러시아문학아카데미] 도스트옙스키의 함께하는 삶,대상 : 성인50명
천호,[모집] 천호도서관 커뮤니티와 함께하는 문화가있는날 : 나만의 전통등 만들기 : 격자모양 (10명),대상 : 누구나
천호,[모집] 천호도서관 커뮤니티와 함께하는 문화가있는날 : 나만의 전통등 만들기 : 기와집모양 (10명),대상 : 누구나
암사,[9월독서의달] 다같이ART - 천연립밥 만들기,대상 : 초등고학년 5명
암사,[9월독서의달] 다같이 ART -나만의 전각만들기,대상 : 이용자 5명
암사,[9월독서의달]다같이 ART- 석고방향제 만들기 ,대상 : 성인 5명
성내,[그림책 특화 프로그램] 9월 그림책 브런치 - 황진희 번역가(9/15),대상 : 성인
암사,다같이ART - 치매예방 미술수업 (커뮤니티 연계 프로그램),대상 : 60세 이상 25명 
암사,미술특화 프로그램 ART하다. 샤갈 명화 따라그리기(비대면수업),대상 : 성인10명
둔촌,[9월 독서의달 특강] 우리 아이 독서지도법 특강,대상 : 관심있는 양육자 20명
둔촌,[독서문화아카데미 특강] 이병률 작가와의 만남: 가끔은 괜찮은 혼자가 되기를,대상 : 성인 30명
암사,전시해설가 정우철과 함께하는 알폰스 무하의 삶과 미술 (비대면 강의 진행을 위해 주제내용변경) ,대상 : 강동구립도서관 누구나
해공,[러시아문학아카데미] 성장의 코드로 읽는 톨스토이의 「안나 카레니나」,대상 : 성인
성내,[2021 독서의달 프로그램] 향초만들기 DIY 키트 배부,대상 : 전체
성내,[2021 독서의달 프로그램] 어린이 북큐레이터 특강,대상 : 초등
성내,[2021 북 모닝] 전자도서관 이용교육 및 온라인 독후활동,대상 : 성인 15명
성내,[창업특성화프로그램] 9월 창업특강,대상 : 성인
성내,[창업특성화프로그램] 9월 성내 창업 상담,대상 : 성인
천호,[모집] 천호도서관 독서의달 행사 <온마을i 책 더하기>  「커뮤니티 <슬러시>와 함께하는 NIE」,대상 : 9세 아동
천호,[모집] 천호도서관 독서의달 행사 <온마을i 책 더하기>  「공동육아 더하기 북아트」,대상 : 양육자 20명
암사,ART人LIBRARY 미술커뮤니티 1주1그림 2기 - 도서:색연필로 그리는 고양이 손그림,대상 : 누구나
암사,ART人LIBRARY 미술커뮤니티 1주1그림 2기 - 도서:색연필 드로잉 좋아하세요?,대상 : 누구나 
암사,점자카드 제작 프로그램 ,"대상 : 중고등학생, 성인 20명"
강일, [모집] 사서선생님과 함께하는 독서프로그램 8월 북프랜드,대상 : 6~7세 
천호,[모집] '동네북'과 함께하는 「온마을i 러닝메이트」 9월,대상 : 7세 아동
둔촌,[모집] 초등 미디어 교육 「세상을 읽는 미디어 리터러시」 (초등 5~6학년),대상 : 초등 5~6학년
둔촌,[모집] 초등 미디어 교육 「세상을 읽는 미디어 리터러시」 (초등 3~4학년),대상 : 초등 3~4학년
성내,[창업특성화프로그램] 8월 창업 특강,대상 : 성인
암사,[암사도서관] 그림을 쉽게 즐기는 '컬러링' 커뮤니티 회원 모집,대상 : 성인
암사,[암사도서관 커뮤니티] 오늘도 시며들다 (시낭독+필사) 추가 모집 ,대상 : 성인 
암사,[암사도서관 커뮤니티 고전소셜클럽 1기 추가 모집 ,대상 : 성인 
강일,(추가)[강일도서관] 리브터치 #여름방학특강 「창의 쑥쑥 수학놀이터」  2~4회차,대상 : 초등 3~5학년
강일,[모집] 2021년 한 도서관 한 책 읽기 <토론하는 강동> ,대상 : 초등4-6학년
천호,[모집] 손으로 함께하는 온마을i <점자촉각책 만들기 4회_점자윷놀이 만들기>,대상 : 성인
천호,[모집] 손으로 함께하는 온마을i <점자촉각책 만들기 3회_점자윷놀이 만들기>,대상 : 성인
천호,[모집] 손으로 함께하는 온마을i <점자촉각책 만들기 2회_점자단어카드 만들기>,대상 : 성인
천호,[모집] 손으로 함께하는 온마을i <점자촉각책 만들기 1회_점자단어카드 만들기>,대상 : 성인
강일,(추가모집)[강일도서관] 리브터치 #여름방학특강 「창의 쑥쑥 수학놀이터」  ,대상 : 초등 3~5학년
성내,[창업특성화프로그램] 8월 성내 창업 상담,대상 : 성인
천호,[모집] 눈으로 함께하는 온마을i <배리어-프리 온라인 영화 상영_미래의 미라이>,대상 : 가족 20팀
성내,[그림책 특화 프로그램] 8월 그림책 브런치 - 육월식 작가(8/11),대상 : 성인
성내,2021년 한 도서관 한 책 읽기 <토론하는 강동>,대상 : 초등 4~6학년
천호,[모집] 커뮤니티와 함께하는 문화가 있는 날 7월 - 나만의 화관 만들기,대상 : 누구나
천호,[모집] '동네북'과 함께하는 「커뮤니티와 함께하는 여름방학」 8월,대상 : 8세 아동 10명
해공,[모집] 해공도서관 재능기부 프로그램 <나누미>,대상 : 초등 1~2학년
강일,[강일도서관] 리브터치 #여름방학특강 「창의 쑥쑥 수학놀이터」 ,대상 : 초등 3~5학년
강일,[강일도서관] 리브터치 #여름방학특강 「여름방학 과학으로 놀자」 ,대상 : 초등 3~5학년
강일, [강일도서관] 리브터치 #여름방학특강 「초등 독서 토론」 ,대상 : 초등 3~4학년
해공,[모집] 2021년 한 도서관 한 책 읽기 <토론하는 강동>,대상 : 초등4-6학년
해공,[러시아문학아카데미] 문학으로 읽는 러시아인의 정신세계,대상 : 성인
천호,2021년 한 도서관 한 책 읽기 <토론하는 강동> ,대상 : 초등학생 4-6학년
둔촌,[모집] 2021년 한 도서관 한 책 읽기 <토론하는 강동>,대상 : 초등학생 4-6학년
강일, [모집] 사서선생님과 함께하는 독서프로그램 7월 북프랜드,대상 : 4세~6세 
성내,[창업특성화프로그램] 7월 창업특강,대상 : 성인
암사,[2021년 재능기부 프로그램] 앉아서 세계 속으로,대상 : 강동구 관내 초등학생
암사,2021년 한 도서관 한 책 읽기 <토론하는 강동>,대상 : 초등학생 4-6학년
성내,[청소년 진로탐색 프로그램] 7월 꿈을꾸물 학과탐험대,대상 : 중학생이상 청소년
성내,[2021년 커뮤니티 추가모집] 동화책으로 읽는 감정수업,대상 : 성인 3명
성내,[2021년 커뮤니티 추가모집] 심리학으로 푸는 삶의 수수께끼,대상 : 성인 3명
성내,[2021년 커뮤니티 추가모집] 고전읽기 완독클럽,대상 : 성인 3명
암사,문화가 있는날 - ART人LIBRARY : ART하다 ,대상 : 성인10명
성내,[창업특성화프로그램] 7월 성내 창업 상담,대상 : 성인
성내,[그림책 특화 프로그램] 7월 그림책 브런치 - 채인선 작가(7/14),대상 : 성인
강일,[북모닝 모집] 시니어 디지털 미디어 교육 ,대상 : 만 55세 이상 
암사,[암사도서관 커뮤니티] 오늘도 시며들다 (시낭독+필사),대상 : 성인 4명
암사,[암사도서관 커뮤니티] 살펴보기 - 걷는 라이프,대상 : 성인 10명
암사,[암사도서관 커뮤니티] 코바늘 뜨개질,대상 : 성인 4명
암사,[2021 서울북스타트] 암사도서관 북스타트 영유아 프로그램 <창의 팡팡! 그림책 오감 여행>,대상 : 5-7세 어린이와 양육자 12팀
강일,[모집] 사서선생님과 함께하는 독서프로그램 6월 북프랜드,대상 : 6~8세
강일, [모집]강일도서관 북스타트 영유아 프로그램 <아빠학교> 3강,대상 : 5~8세 어린이와 아빠 10팀
해공,[모집] 그림책으로 배우는 미디어 리터러시,대상 : 초등 4~5학년
천호,[모집] '동네북'과 함께하는 「온마을i 러닝메이트」 7월,대상 : 9세 아동
암사,[다문화프로그램] 색다른 놀이터 모집,대상 : 초등1~3학년 10명
암사,(변경)[암사 북모닝]시니어 유튜브 크리에이터 과정,대상 : 만55세 이상 15명
천호,"[모집] 천호도서관 텃밭 프로그램 「다시, 도서관 꼬마농부」",대상 : 초등학생 저학년 이하의 어린이를 포함한 가족
천호,[모집] 양육자 힐링 멘토링 프로그램,대상 : 양육자 10명
둔촌,"[독서문화아카데미 특강] 김초엽 작가와의 만남 : SF, 낯선 행성으로의 여행",대상 : 성인 30명
해공,[북모닝] 시니어를 위한 유튜브 크리에이터 ,대상 : 만 55세 이상
강일, [모집]강일도서관 북스타트 영유아 프로그램 <아빠학교> 2강,대상 : 4~8세 어린이와 아빠 10팀
강일, [강일도서관] 리브터치 #창의·표현편 「블링블링 북백만들기」 ,대상 : 해당 프로그램에 관심있는 성인 10명 
암사,[암사도서관 커뮤니티 고전소셜클럽 1기 모집,대상 : 성인 10명
성내,[2021 서울북스타트] 성내도서관 북스타트 영유아 프로그램 <슈퍼대디 북놀이터>,대상 : 5~7세 어린이와 아빠 10팀
강일,[전시체험] 강일도서관 다문화 인식개선 프로그램 多이음 : 다문화꾸러미 전시체험  ,대상 : 어린이
암사,"2021 도서관 길위의 인문학 '사랑,슬픔,분노 그리고 기쁨의 모자이크 인문학'",대상 : 성인 20명
천호,[추가모집] 슬기로운 방학생활:여름방학 『듣는 독서로 완성하는 아이의 공부 내공』 저자 김수현 작가 강연,대상 : 양육자
성내,[창업특성화 프로그램] 6월 성내 창업 상담,대상 : 성인
천호,[모집] 슬기로운 방학생활:여름방학 「무럭무럭 독서여권」,대상 : 8세~10세 아동
성내,[창업특성화프로그램] 6월 창업 특강,대상 : 성인
성내,[그림책 특화 프로그램] 6월 그림책 브런치 - 사이다 작가(6/9),대상 : 성인
성내,[청소년 진로탐색 프로그램] 6월 꿈을꾸물 학과탐험대(중어중문학과),대상 : 중학생 이상 청소년
강일,[모집]강일도서관 북스타트 영유아 프로그램 <아빠학교>,대상 : 4~6세 어린이와 아빠 10팀
둔촌,[모집] 북스타트 부모특강 <우리 아이가 책 좋아하는 사람으로 성장하게 돕는 7가지 방법>,대상 : 영유아 양육자 30명(4세 이상 부모 추천)
천호,[모집] '동네북'과 함께하는 「온마을i 러닝메이트」 6월,대상 : 9세 아동
강일,[모집]사서선생님과 함께하는 독서프로그램 5월 북프랜드 ,대상 : 8~9세
강일, [2021년 길 위의 인문학_강일도서관] 행복을 그리는 에세이,대상 : 성인 20명 (PC문서작업 가능자)
암사,[미디어교육 평생교실] 초등 뉴스 리터러시 교실,대상 : 초등 3~5학년 10명
해공,[2021 도서관 지혜학교] 영미명작을 통해 보는 욕망과 희망 ,대상 : 신중년(50대 이상)
천호,[모집] 길 위의 인문학- 그림책 출판 프로그램 ,대상 : 양육자 20명
해공,[모집] 세빛또래 함께 영어책 읽기,대상 : 초등 1~2학년
성내,"[2021년 길 위의 인문학] 그림책, 삶의 내비게이션을 켜다",대상 : 성인 
강일,[모집] 다문화 인식개선 프로그램 <多이음> ,대상 : 7~9세
해공,[모집] 해공도서관 북스타트 부모교육 <그림책 감정수업>,대상 : 영유아 양육자
성내,[2021년 커뮤니티 추가모집] 심리학으로 푸는 삶의 수수께끼,대상 : 성인 5명
성내,[2021년 커뮤니티 추가모집] 동화책으로 읽는 감정 수업,대상 : 성인 5명
성내,[창업특성화프로그램] 5월 창업특강,대상 : 성인
암사,"[아트인라이브러리커뮤니티] 1주1그림, 일상의미술 습관만들기 프로젝트  (1기)",대상 : 성인10명
암사,[암사도서관 ART 인 LIBRARY 미술관 탐방프로그램] 수요미술회 : 피카소展 - 27일 목요일,대상 : 성인 13명
암사,[암사도서관 ART 인 LIBRARY 미술관 탐방프로그램] 수요미술회 : 피카소展 -26일 수요일,대상 : 성인 13명
성내,[그림책 특화 프로그램] 그림책 브런치 - 정호선 작가(5/12),대상 : 성인
성내,[창업특성화 프로그램] 5월 성내 창업 상담 ,대상 : 성인
성내, [청소년 진로탐색 프로그램] 5월 꿈을꾸물 학과 탐험대 ,대상 : 중학생이상 청소년
천호,[모집] '동네북'과 함께하는 「온마을i 러닝메이트」,대상 : 9세 아동
암사,[커뮤니티]독서모임 리더양성 과정,대상 : 독서모임에 관심있는 분
해공,[모집] 조창완 작가 강연 「신중년이 온다」,대상 : 신중년(50대이상)
강일,[모집]사서선생님과 함께하는 독서프로그램 4월 북프랜드,대상 : 강일도서관 이용자
성내,[창업특성화프로그램] 4월 창업특강,대상 : 성인
암사,[개관11주년 기념행사] 소원을 이뤄주는 안식모빌,대상 : 전체 11명
암사,[개관11주년 기념행사]  안광복작가 저자강연 : 철학으로 휴식하다 ,대상 : 전체 이용자
성내,[창업특성화 프로그램] 4월 성내 창업 상담,대상 : 예비창업자 및 기창업자
성내,[개관14주년 기념] '집으로 불러온 봄' 테라리움 체험 행사,대상 : 성인
해공,[제57회 도서관주간 기념] 유령 잡는 안경,대상 : 초등 1~3학년
해공,[제57회 도서관주간 기념] 토닥토닥 컬러테라피,대상 : 성인
성내,[청소년 진로탐색 프로그램] 4월 꿈을꾸물 학과 탐험대,대상 : 중학생 이상 청소년
해공,"[모집] 세빛또래, 공부도우미",대상 : 초등 3~4학년
해공,[모집] 세빛또래 함께 영어책 읽기,대상 : 초등 1~2학년
성내,[그림책 특화 프로그램] 그림책 브런치 - 밤코 작가(4/14),대상 : 성인
천호,[추가모집] 7세B반_'슬기로운 미디어 리터러시'와 함께 하는 「똑똑한 미디어 생활」,대상 : 7세 아동
천호,[추가모집] 7세A반_'슬기로운 미디어 리터러시'와 함께 하는 「똑똑한 미디어 생활」,대상 : 7세 아동
천호,[모집] 8세반_'슬기로운 미디어 리터러시'와 함께 하는 「똑똑한 미디어 생활」,대상 : 8세 아동
강일,"[1관1단 지원사업] 숨쉬다, 그림책 독서프로그램 참여자 모집",대상 : 성인 10
강일,[모집]사서선생님과 함께하는 독서프로그램 3월 북프랜드 ,대상 : 6~7세 
성내,[2021년 커뮤니티 모집] 동화책으로 읽는 감정 수업,대상 : 성인 10명
성내,[2021년 커뮤니티 모집] 심리학으로 푸는 삶의 수수께끼,대상 : 성인 10명
성내,[2021년 커뮤니티 모집] 고전읽기 완독클럽,대상 : 성인 10명
천호,[모집] 학부모 NIE 프로그램  「미디어 리터러시 : 부모의 시선」 ,대상 : 성인 20명
암사,[기관연계] 부모양육 코칭 프로그램 우리 엄마 아빠가 달라졌어요,대상 : 초중 자녀를 둔 부모님(2팀)
성내,[부모코칭 프로그램 모집] 우리 엄마 아빠가 달라졌어요 -부모 양육 태도 점검 및 코칭을 위한 PT 프로그램-,대상 : 초·중학생 자녀 학부모
해공,[모집] 2021 해공북클럽 추가 모집,대상 : 성인
강일,[강일도서관] 리브터치 #독서·학습편 「어휘력up 골든타임」,대상 : 초등학교 3~4학년
강일,[강일도서관] 리브터치 #독서·학습편 「독서습관 골든타임」,대상 : 초등학교 1~2학년
강일,[강일도서관] 리브터치 #독서·학습편 「수학놀이터」,대상 : 초등학교 3~4학년
성내,[창업특성화 프로그램] 성내 창업 상담 (마감),대상 : 예비창업자 및 기창업자
성내,[청소년 진로탐색 프로그램] 꿈을꾸물 학과 탐험대,대상 : 중학생 이상 청소년
성내,[그림책 특화 프로그램] 그림책 브런치 - 조혜란 작가(3/10 수),대상 : 성인
천호,[모집] 슬기로운 입학생활 : 『한 권으로 끝내는 초등학교 입학준비』 저자 김수현 작가 강연,대상 : 양육자 20명
성내,[창업특성화 프로그램] 성공창업 특강,대상 : 성인
해공,[모집] 2021 해공북클럽 모집 공고,대상 : 강동구민
천호,[8~9세반] 마음치유 그림책놀이 (온라인),대상 : 8~9세
천호,[6~7세반] 마음치유 그림책놀이 (온라인),대상 : 6~7세
천호,[12월 문화가 있는 날] <집에서 Fun하게! 책놀이터>,대상 : 유아
강일, [모집] 사서선생님과 함께하는 독서프로그램 12월 북프랜드,대상 : 초등학교 1~6학년
암사,[암사도서관 ART IN HOME] 마스크 스트랩 DIY ,대상 : 강동구민
천호,조부모-자녀 함께 만드는 베이킹 클래스 <온라인- 수제청 만들기>,대상 : 조부모와 손자녀가 함께 만들 수 있는 가족
천호,조부모-자녀 함께 만드는 베이킹 클래스 <온라인- 케이크 만들기>,대상 : 조부모와 손자녀가 함께 만들 수 있는 가족
강일,뇌과학자 정재승 교수  「청소년들의 뇌에선 무슨 일이 벌어지나?」 ZOOM 강연 참여자 모집,대상 : 청소년 및 학부모
성내,[상주작가 프로그램] 송아주작가와의 만남 (초등대상),대상 : 초등학교 3~6학년
성내,[상주작가 프로그램] 송아주작가와의 만남 (학부모대상),대상 : 학부모
해공,[추가모집] 한-러 수교 30주년 기념 강연 <줌 인 러시아>,대상 : 강동구민
천호,[11월 문화가 있는 날] <집에서 Fun하게! 책놀이터>,대상 : 유아
강일,[모집] 다문화 인식개선 프로그램 「다름을 담다」 인원 모집 안내,대상 : 초등학생 1~3학년
암사, <아트인라이브러리> AMSA Gallery -Online 앙리마티스展 -,대상 : 강동구민
