,지역,제목,대상
508,광진구,"자양한강도서관 2021년 인문학프로그램 '트렌드코리아 2021, 새로운 시대를 읽다' 최지혜 강연(ZOOM 온라인)",전연령
509,광진구,[메이커-교육] 웹툰창작 성인반 참가자 모집,성인
510,광진구,"방구석 랜선 여행 2 - 여행, 그림이 되다(ZOOM 온라인 강의)",전연령
511,광진구,2021년 광진정보도서관 겨울 독서교실 <기후는 변하는데 놀면 뭐하니?>,어린이
512,구로구,8월 북스타트DAY-3단계,어린이
513,구로구,8월 북스타트DAY-2단계,어린이
514,구로구,8월 북스타트DAY-1단계,어린이
515,구로구,7월 북스타트DAY-3단계,어린이
516,구로구,7월 북스타트DAY-2단계,어린이
517,구로구,7월 북스타트DAY-1단계,어린이
518,구로구,2022년 북스타트 부모교육,성인
519,구로구,6월 북스타트DAY-3단계,어린이
520,구로구,6월 북스타트DAY-2단계,어린이
521,구로구,6월 북스타트DAY-1단계,어린이
522,구로구,[독서동아리 지원]처음 만나는 서평쓰기,성인
523,구로구,6월 가족과 함께하는 도서관DAY,어린이
524,구로구,5월 북스타트DAY-3단계,어린이
525,구로구,5월 북스타트DAY-2단계,어린이
526,구로구,5월 북스타트DAY-1단계,어린이
527,구로구,내가 직접 만드는 메타버스와 NFT,청소년
528,구로구,평생학습관 운영지원]에세이 읽으며 방구석 힐링,성인
529,구로구,[학부모캠퍼스] 우리 부부가 함께 육아하는 법,성인
530,구로구,"[도서관대학] 미리 만나느 멋과 예술의 나라, 스페인 여행",성인
531,구로구,[평생학습관 운영지원] 재미있게 배우는 우리역사교실,어린이
532,구로구,[동네책방] 내 삶을 관통하는 질문 하나,성인
533,구로구,[학부모캠퍼스]영화를 통해 찾아보는 우리아이 성격과 강점,성인
534,구로구,[구로 청소년 인문학당] 지구를 구하는 생각: 동물복지 공부,청소년
535,구로구,"뻔하지 않은 책놀이 북트레일러:독서, 영상에 날개를 달다!",성인
536,구로구,"사이다 그림책 읽기, 가래떡부터 고구마유까지~",성인
537,구로구,문학 속 정원 이야기,성인
538,구로구,고전철학 : 제자백가와 한판 씨름,성인
539,구로구,에니어그램 성향에 따라 스트레스도 다르다고?!,성인
540,구로구,그림으로 만나는 우리 정원 이야기,성인
541,성동구," [길 위의 인문학] 100세 시대, 노년을 위한 도서관 경제인문학 (3차, 행복한 노후 매뉴얼)",중장년
542,성동구, [한책] '긴긴밤' 원화를 활용한 공예체험 모집 안내,어린이
543,성동구, [영어세상] 22-9월[비대면]리딩튜터 (신규접수),어린이
544,성동구, [메이커] [어린이 메이커 동아리 추가모집] 마이크로비트,어린이
545,성동구, [메이커] [러닝 메이커스] 공룡 화석 만들기,어린이
546,성동구, [메이커] [러닝 메이커스] 어린이 드론,어린이
547,성동구, [메이커] [러닝 메이커스] 메이키 메이키,어린이
548,성동구, [메이커] [메이커 창·취UP] 3D프린터 조립교실,성인
549,성동구, [메이커] [메이커 창·취UP] 슬기로운 3D프린터 생활(초급),성인
550,성동구, [메이커] [메이커 창·취UP]드론입문 및 항공촬영,성인
551,성동구, [북스타트] 북 스타트 부모교육 <아이를 크게 키우는 놀이 육아>,성인
552,성동구, [스토리텔링] 성동구립도서관 8월 넷째 주 유아 영어스토리텔링,어린이
553,성동구," [길 위의 인문학] 100세 시대, 노년을 위한 도서관 경제인문학 (2차, 부자는 매일 아침 경제기사를 읽는다)",중장년
554,성동구, [특강] 2022 여름방학특강 이야기가 있는 코딩,어린이
555,성동구, [메이커] [러닝 메이커스] 나도 유튜브 크리에이터!,어린이
556,성동구, [메이커] [러닝메이커스] 3D프린터 체험 교육,어린이
557,성동구, [메이커] [메이커 창·취UP] 슬기로운 3D프린터 생활(초급),성인
558,성동구, [자원봉사] 성동구립도서관 자원봉사자 오리엔테이션,청소년
559,성동구, [북스타트] [영유아] 2022 북스타트 책꾸러미 신청(2단계),어린이
560,성동구, [북스타트] [영유아] 2022 북스타트 책꾸러미 신청(1단계),어린이
561,성동구, [이야기누리] 금호도서관 9월 이야기누리 1차,어린이
562,성동구, [디지털배움터] [9월]나도 프레젠테이션(PPT) 전문가(기초),성인
563,성동구, [디지털배움터] [9월]SNS 제대로 배우기(인스타/블로그),성인
564,성동구, [디지털배움터] [9월]스마트폰의 이해와 활용,성인
565,성동구, [디지털배움터] [9월]온라인 학습을 위한 스마트한 학습 도우미,성인
566,성동구, [디지털배움터] [9월]왕초보 컴퓨터 배우기,성인
567,성동구, [디지털배움터] [9월]나도 유튜브 크리에이터,성인
568,성동구, [디지털배움터] [9월]비대면-SNS 제대로 배우기(인스타/블로그),성인
569,성동구, [디지털배움터] [9월]비대면-나도 스프레드시트(엑셀) 전문가(기초),성인
570,성동구, [디지털배움터] [9월]비대면-나도 프레젠테이션(PPT) 전문가(기초),성인
571,성동구, [디지털배움터] [9월]비대면-나도 프레젠테이션(PPT) 전문가(심화),성인
572,성동구, [디지털배움터]  [9월]비대면-나도 스프레드시트(엑셀) 전문가(심화),성인
573,성동구, [이야기누리] 금호도서관 8월 이야기누리2차,어린이
574,성동구, [이야기누리] 금호도서관 8월 이야기누리 1차,어린이
575,성동구, [디지털배움터] [8월]비대면-나도 파워포인트 전문가(심화),성인
576,성동구, [디지털배움터] [8월]비대면-나도 파워포인트 전문가(기초),성인
577,성동구, [디지털배움터] [8월]나도 유튜브 크리에이터,성인
578,성동구, [디지털배움터] [8월]왕초보 컴퓨터 배우기,성인
579,성동구, [디지털배움터] [8월]스마트폰의 이해와 활용,성인
580,성동구, [디지털배움터] [8월]스마트폰 앱을 이용한 편리한 교통생활,성인
581,성동구, [어린이독서회] 하반기 어린이독서회 온마루,어린이
582,성동구, [어린이독서회] 하반기 어린이독서회 글마루,어린이
583,성동구, [어린이독서회] 하반기 어린이독서회 책마루,어린이
584,성동구, [이야기누리] 금호도서관 7월 이야기누리 2차,어린이
585,성동구, [독서교실] 2022년 금호도서관 여름독서교실,어린이
586,성동구, [문화행사] 어린이 미디어 교실,어린이
587,성동구, [디지털배움터] [어린이] 초등학생 코딩교실(엔트리 초급 2단계),어린이
588,성동구, [이야기누리] 금호도서관 7월 이야기누리 1차,어린이
589,성동구, [디지털배움터] 스마트폰의 이해와 활용,성인
590,성동구, [디지털배움터] 왕초보 컴퓨터 배우기,성인
591,성동구, [디지털배움터] SNS 제대로 배우기(인스타/블로그),성인
592,성동구, [디지털배움터] 나도 유튜브 크레이터,성인
593,성동구, [디지털배움터] 나도 프레젠테이션 전문가(기초과정),성인
594,성동구, [디지털배움터] 나도 이제 사진작가!,성인
595,성동구, [이야기누리] 금호도서관 5월 이야기누리 2차,어린이
596,성동구, [이야기누리] 금호도서관 5월 이야기누리 1차,어린이
597,성동구, [문화행사] 2022년 금호도서관 금호의 서재 연계  「레진아트 바다 그립톡」 특강 참여자 모집(성인반) ,성인
598,성동구, [문화행사] 2022년 금호도서관 금호의 서재 연계  「레진아트 바다 그립톡」 특강 참여자 모집(초등반) ,어린이
599,성동구, [문화행사] 어린이날 100주년 기념행사 캐리커처 체험,어린이
600,성동구, [이야기누리] 금호도서관 4월 이야기누리  2차,어린이
601,성동구, [문화행사] 금호도서관 <1인 미디어 크리에이터 양성과정> 참여자 모집,성인
602,성동구, [문화행사] 2022년 독서토론 리더 양성과정 참여자 모집 ,성인
603,성동구, [문화행사] 2022년 금호도서관 금호의 서재 연계  「환경 그림책 하브루타 특강」 참여자 모집(초등4-6학년) ,어린이
604,성동구, [문화행사] 2022년 금호도서관 금호의 서재 연계  「환경 그림책 하브루타 특강」 참여자 모집(초등1-3학년),어린이
605,성동구, [문화행사] [금호] 환경동아리 MATE와 함게하는 지구와 쉼터를,어린이
606,성동구, [이야기누리] 금호도서관 4월 이야기누리 1차,어린이
607,성동구, [이야기누리] 금호도서관 3월 이야기누리 2차,어린이
608,성동구, [성인독서회] 2022년 금호도서관 성인 독서동아리 <독서공방> 회원 모집 안내 ,성인
609,성동구, [어린이독서회] 금호도서관 2022년 상반기 어린이독서회 모집[온마루 초4~5],어린이
610,성동구, [어린이독서회] 금호도서관 2022년 상반기 어린이독서회 모집[글마루 초3],어린이
611,성동구, [어린이독서회] 금호도서관 2022년 상반기 어린이독서회 모집[책마루 초2],어린이
612,성동구, [이야기누리] 금호도서관 3월 이야기누리 1차,어린이
613,성동구, [독서의 달] 용답도서관 <청소년기 부모교실> 특강 ,성인
614,성동구, [독서의 달] 용답도서관 <어린이 그림책 낭독> 특강,어린이
615,성동구, [어르신문화프로그램] 2022 디지털 문해 학습,중장년
616,성동구, [독서교실] 2022년 용답도서관 여름독서교실 참가자 모집 안내,어린이
617,성동구, [길 위의 인문학] 2022년 용답도서관 길위의 인문학 '왠지 끌리는 명화 인문학',성인
618,성동구, [어르신문화프로그램] 어르신 청춘 문화 프로젝트 ‘미술과 공예로 행복만들기’,중장년
619,성동구," [독서회] 어린이독서회  회원모집 (책나무-초등 5,6)",어린이
620,성동구," [독서회] 어린이독서회  회원모집 (꿈나무-초등 3,4)",어린이
621,성동구," [독서회] 어린이독서회  회원모집 (꿈오름-초등 1,2)",어린이
622,성동구, [독서회] 2022년 청소년독서회 회원모집(소나무-중등1학년),청소년
623,성동구, [독서회] 용답도서관 실버독서동아리 모집,중장년
624,성동구, [독서회] 용답도서관 성인독서회 모집,성인
625,성동구, [독서의 달] 작가 초청 강연 '책처방사의 독서법',전연령
626,성동구, [문화행사] 성수도서관 '영화로 보는 다문화' 다문화 아카데미(성인) 참여자 모집 ,성인
627,성동구, [문화행사] 성수도서관 '우리 같이 동화 연극 놀이 할래?' 다문화아카데미(어린이) 참여자 모집,어린이
628,성동구, [어린이독서회] 2022년 성수도서관 어린이독서회 <생각이 자라는 어린이> A반 회원 (추가 접수)  ,어린이
629,성동구, [문화강좌] 성수도서관 <미디어교육 평생교실> 참여자 모집,어린이
630,성동구, [북스타트] 7~12월 <책놀이 프로그램> 신규 자원활동가 모집,전연령
631,성동구, [수요놀이학교] 수요놀이학교 제14기 회원모집,어린이
632,성동구," [길위의 인문학] 2022 청계도서관 어린이 길 위의 인문학 <미래 기술 맛보기, 메이커 교육>",어린이
633,성동구," [길위의 인문학] 2022 청계도서관 길 위의 인문학 <손끝으로 만나는 무한한 공간, 메타버스와 미래 기술>",어린이
634,성동구, [길위의 인문학] 영화 속 메타버스와 우리 가족 [전화접수],전연령
635,성동구, [독서교실] 2022년 청계도서관 여름독서교실 참가자 모집,어린이
636,성동구, [길위의 인문학] 메타버스에서 제페토랑 놀자,어린이
637,성동구," [길위의 인문학] [대면] 도서관 속 메타버스와 VR 교육 7/28(목) ""3-6학년""",어린이
638,성동구, [도서관주간] [대면] 도서관 속 메타버스와 VR 교육 7/27(수) 3-4학년,어린이
639,성동구, [길위의 인문학] 문화심리학으로 본 메타버스와 세대 통합,성인
640,성동구, [길위의 인문학] 메타버스 비즈니스와 윤리적 공존,성인
641,성동구, [길위의 인문학] 메타버스가 가져올 가상경제와 새로운 미래,성인
642,성동구," [길위의 인문학] 메타버스 시대, 미래 인재에게 필요한 디지털 리터러시",성인
643,성동구, [길위의 인문학] 메타버스 어떻게 써야할까?,어린이
644,성동구, [수요놀이학교] 수요놀이학교 13기 회원 모집  ,어린이
645,성동구, [책꿈나꿈(나꿈반)] 2022년 어린이독서회(나꿈반) 모집안내 ,어린이
646,성동구, [책꿈나꿈(책꿈반)] 2022년 어린이독서회(책꿈반) 모집안내 ,어린이
647,성동구, [책꿈나꿈(나꿈반)] 나만의 영어일기(Hi~my English Diary!),어린이
648,성동구, [책꿈나꿈(책꿈반)] 어린이독서회(책꿈반) 모집안내,어린이
649,성동구, [특강] 초록 상상력을 펼쳐봐!-윤강미 작가와의 만남(ZOOM 강연),어린이
650,성북구,[2022년 도서관과 함께 책 읽기]북(BOOK)적이와 함께 떠나는 역사탐험,어린이
651,성북구,[2022년 도서관과 함께 책 읽기]북(BOOK)적이와 함께 떠나는 역사탐험,어린이
652,성북구,[2022년 도서관과 함께 책 읽기]북(BOOK)적이와 함께 떠나는 역사탐험,어린이
653,성북구,[2022년 도서관과 함께 책 읽기]북(BOOK)적이와 함께 떠나는 역사탐험,어린이
654,성북구,[2022년 도서관과 함께 책 읽기]북(BOOK)적이와 함께 떠나는 역사탐험,어린이
655,성북구,[2022년 도서관과 함께 책 읽기]북(BOOK)적이와 함께 떠나는 역사탐험,어린이
656,성북구,[2022년 도서관과 함께 책 읽기]북(BOOK)적이와 함께 떠나는 역사탐험,어린이
657,성북구,[2022년 도서관과 함께 책 읽기]북(BOOK)적이와 함께 떠나는 역사탐험,어린이
658,성북구,[2022년 도서관과 함께 책 읽기]북(BOOK)적이와 함께 떠나는 역사탐험,어린이
659,성북구,[2022년 도서관과 함께 책 읽기]북(BOOK)적이와 함께 떠나는 역사탐험,어린이
660,성북구,[2022년 도서관과 함께 책 읽기]북(BOOK)적이와 함께 떠나는 역사탐험,어린이
661,성북구,[2022년 도서관과 함께 책 읽기]북(BOOK)적이와 함께 떠나는 역사탐험,어린이
662,성북구,[2022년 도서관과 함께 책 읽기]북(BOOK)적이와 함께 떠나는 역사탐험,어린이
663,성북구,[2022년 도서관과 함께 책 읽기]북(BOOK)적이와 함께 떠나는 역사탐험,어린이
664,성북구,[2022년 도서관과 함께 책 읽기]북(BOOK)적이와 함께 떠나는 역사탐험,어린이
665,성북구,[2022년 도서관과 함께 책 읽기]북(BOOK)적이와 함께 떠나는 역사탐험,어린이
666,성북구,"코로나, 기후, 오래된 비상사태(21세기 생태사회주의론)",전연령
667,성북구,미래가 불타고 있다 (부제 - 기후재앙 대 그린뉴딜),전연령
668,성북구,내 삶을 바꾸는 소비,전연령
669,성북구,[우리 마을 재생 프로젝트_공유회] 고금숙작가 북토크 안내,전연령
670,성북구,기후변화로 위기에 빠진 13가지 먹거리,전연령
671,성북구,기후변화로 위기에 빠진 13가지 먹거리,전연령
672,성북구,한글 실력 뽐내기,전연령
673,성북구,무해한 하루를 시작하는 너에게 북토크,전연령
674,성북구,만화로 보는 기후변화의 모든 것,전연령
675,성북구,"디지털 디톡스 ""불편하게 놀기""",청소년
676,성북구,환경다큐 북토크,성인
677,성북구,“기후위기”북큐레이션 전시,청소년
678,성북구,북드림으로 떠나는 가상현실 진로탐험,어린이
679,성북구,북드림으로 떠나는 가상현실 진로탐험,어린이
680,성북구,북드림으로 떠나는 가상현실 진로탐험,어린이
681,성북구,북드림으로 떠나는 가상현실 진로탐험,어린이
682,성북구,북드림으로 떠나는 가상현실 진로탐험,어린이
683,성북구,북드림으로 떠나는 가상현실 진로탐험,어린이
684,성북구,북드림으로 떠나는 가상현실 진로탐험,어린이
685,성북구,북드림으로 떠나는 가상현실 진로탐험,어린이
686,성북구,북드림으로 떠나는 가상현실 진로탐험,어린이
687,성북구,북드림으로 떠나는 가상현실 진로탐험,어린이
688,성북구,북드림으로 떠나는 가상현실 진로탐험,어린이
689,성북구,북드림으로 떠나는 가상현실 진로탐험,어린이
690,성북구,북드림으로 떠나는 가상현실 진로탐험,어린이
691,성북구,북드림으로 떠나는 가상현실 진로탐험,어린이
692,성북구,북드림으로 떠나는 가상현실 진로탐험,어린이
693,성북구,북드림으로 떠나는 가상현실 진로탐험,어린이
694,동대문구,손에 잡히는 경제인문학 여행,성인
695,동대문구,북튜버 양성과정 - 나도 북튜버-,성인
696,동대문구,신나는 AR/VR 세상,어린이
697,동대문구,서양 고전문학이 주는 삶의 지혜,성인
698,동대문구,할머니가 들려주는 이야기책 함흥차사 공연,어린이
699,동대문구,내 손안의 비서,어린이
700,동대문구,필사의 힘,성인
701,동대문구,우리는 지구촌 시민,어린이
702,동대문구,책과 함께 만나는 다문화세상,전연령
703,동대문구,도서관으로 떠나는 세계문화여행,어린이
704,동대문구,디지털 세상과 소통하기,중장년
705,영등포구,(비대면)대림도서관 독서동아리 책 읽는 청춘,성인
706,영등포구,[비대면][작가와의만남#3] '페인트' 이희영 작가와의 만남,전연령
707,영등포구,(비대면)대림도서관 독서동아리 책 읽는 청춘,성인
708,영등포구,[비대면][작가와의만남#3] '페인트' 이희영 작가와의 만남-네이버폼접수중,전연령
709,영등포구,[다문화서비스지원사업] [초등1~2]9.5'나는 인도에서 왔어요' 임서경작가와의 만남,어린이
710,영등포구,"[길 위의 인문학] 대림도서관 '플라스틱 마을, 녹색 처방전' 3차",전연령
711,영등포구,[다문화서비스지원사업] [초등3~4]9.4'우리동네 마릴리 아줌마' 함영연작가와의 만남,어린이
712,영등포구,[독서의 달] 대림도서관 여권스탬프북 신청,전연령
713,영등포구,[독서의 달] (비대면)작가와의 만남#5 소복이_만화 그리는 법,전연령
714,영등포구,[독서의 달] 작가와의 만남#4 안승준&홍나리_음악이 있는 그림책 이야기,성인
715,영등포구,"[독서의 달] 가죽 카드지갑 만들기_소중함, 오래오래 간직할 수 있도록",전연령
716,영등포구,[독서의 달] 작가와의 만남#5 소복이_만화 그리는 법(비대면),전연령
717,영등포구,[독서의 달] 작가와의 만남#4 안승준&홍나리_음악이 있는 그림책 이야기,성인
718,영등포구,"[생애주기] 내가 좋아하는 것들, 요가_작가와의 만남",전연령
719,영등포구,"[생애주기] 내가 직접 해보는, 요가",전연령
720,영등포구,[생애주기] 경제신문 읽는 법,전연령
721,영등포구,[생애주기] 어린이문학을 읽는 방법,어린이
722,영등포구,[길 위의 인문학] '그건 쓰레기가 아니라고요' 홍수열 작가와의 만남,전연령
723,영등포구,[작가와의만남#8] '독서모임 꾸리는 법' 원하나 작가와의 만남,전연령
724,영등포구,[다문화서비스지원사업] [초등1~2]세계시민교육 참여자 모집,어린이
725,영등포구,[작가와의만남#10] 「긴긴밤」 루리 작가와의 만남(비대면-온라인강연),전연령
726,영등포구,[작가와의만남#10] 「긴긴밤」 루리 작가와의 만남(대면-현장강연),전연령
727,영등포구,"[생애주기] 내가 좋아하는 것들, 요가_작가와의 만남",전연령
728,영등포구,[생애주기] 경제신문 읽는 법,전연령
729,영등포구,[날짜변경][길 위의 인문학] '그건 쓰레기가 아니라고요' 홍수열 작가와의 만남,전연령
730,영등포구,[다문화서비스지원사업] [초등1~2]세계시민교육 참여자 모집,어린이
731,영등포구,[초등3~5학년] 그림책 마음여행 참여자 모집,어린이
732,영등포구,[비대면][작가와의만남#11] 「아동학대에 관한 뒤늦은 기록」 임지선 기자와의 만남(비대면-유튜브 라이브),전연령
733,영등포구,[대면][작가와의만남#11] 「아동학대에 관한 뒤늦은 기록」 임지선 기자와의 만남(대면-현장강연),전연령
734,영등포구,"[비대면][작가와의만남#12] 「할머니, 우리 할머니」 한성원 작가와의 만남(비대면-유튜브 라이브)",전연령
735,영등포구,"[대면][작가와의만남#12] 「할머니, 우리 할머니」 한성원 작가와의 만남",전연령
736,영등포구,[비대면] 북스타트 '빨간코 루돌프와 산타클로스' 유아 뮤지컬,어린이
737,영등포구,[비대면-유튜브라이브][작가와의만남#13] '최선의 삶' 임솔아 작가와의 만남,성인
738,중구,[온라인변경_8월12일] 디지털사회혁신 문제공감 워크숍,청소년
739,중구,단테와 [신곡] 비대면 강좌,청소년
740,중구,[온라인변경_8월12일] 디지털사회혁신 문제공감 워크숍,청소년
741,중구,[8월19일_온라인] 디지털사회혁신 문제공감 워크숍,성인
742,중구,4차 산업혁명시대의 메이커 스피릿(the maker sprit),성인
743,중구,(온라인으로 변경)4차 산업혁명시대의 메이커 스피릿(the maker sprit),성인
744,중구,메타버스가 만드는 가상경제 시대가 온다: 9월 디지털리터러시 체험프로그램,성인
745,중구,"[온라인]빅데이터, 어떻게 세상을 바꾸고 있는가?:4차 산업혁명과 빅데이터",청소년
746,중구,플랫폼의 생각법 2.0,성인
747,중구,'디자인 씽킹으로 함께 만드는 지속가능사회' 시민프로그램,성인
748,중구,영화 속 장애인 이야기,전연령
749,중구,"김수영 시인 탄생 100주년 기념 시인 '김수영, 긍지의 100년' 강좌 개최",성인
750,중구,'디자인 씽킹으로 함께 만드는 지속가능사회' 시민프로그램,성인
751,중구,영화 속 장애인 이야기(수요일 총2회),전연령
752,중구,"김수영 시인 탄생 100주년 기념 시인 '김수영, 긍지의 100년' 강좌 개최",성인
753,강서구,마을독서동아리 리더교육2: 활용편,성인
754,강서구,마을 독서동아리 리더교육1: 디딤돌편,성인
755,강서구,영화 읽는 두 가지 시선,전연령
756,강서구,우리가 알아야할 전염병이야기,전연령
757,강서구,"단편 소설, 기초부터",전연령
758,강서구,이야기로 풀어낸 클래식,전연령
759,양천구,작가와 함께하는 글쓰기 창작수업,청소년
760,양천구,소설과 함께 떠나는 역사 여행,성인
761,양천구,내일의 지구를 위한 건강한 여행법 '공정여행',성인
762,양천구,12월 가족과 함께하는 도서관 DAY,성인
763,양천구,북스타트 부모교육 <색종이로 만나는 그림책 세상>,성인
764,서대문구,시소 함께 읽기,어린이
765,서대문구,이야기 톡! 그림책 톡!,어린이
766,서대문구,인증샷 이벤트 '빅북과 함께',전연령
767,서대문구,우리 아이 첫 독서학교 '인성반',어린이
768,서대문구,2021년 10월 독서퀴즈,어린이
769,서대문구,1일 1환경 챌린지 저자 강연회,어린이
770,서대문구,[청소년/온라인]아무도 들어오지 마시오 함께 읽기,청소년
771,송파구,일본어 중급,성인
772,강남구,다문화랑 놀자,어린이
773,강남구,2021년도 PETA와 함께하는 영어 그림책 읽기,어린이
774,강남구,도서관에서 발견한 한국사,어린이
775,강남구,"명화랑 놀자 6기, 7기",어린이
776,강남구,[2021 작가의 서재 프로그램①] 의자 작가와의 만남,어린이
777,강남구,[2021년 이야기가 있는 코딩 공모사업] 2021년 이야기가 있는 코딩,청소년
778,강남구,[정보매체교육] 슬기로운 미디어 생활,성인
779,강남구,[도서관 지혜학교 공모사업] 음악극 400년사에서 배우는 대중의 지혜,어린이
780,강남구,[다문화서비스 지원 공모사업] 다(多)문화랑 놀자,어린이
781,강남구,[2021 공공도서관 장애인 독서문화프로그램 공모사업] 책을 통해 건강한 마음 갖기,성인
782,강남구,[길 위의 인문학 공모사업] 인문의 숲에서 코로나 블루를 치유하다,성인
783,강남구,[서울형 북스타트] 2021 책놀이 북스타트,어린이
784,강남구,[강남혁신교육지구 공모사업] 논현 마을 IT 성장학교-인공지능교육지도사 양성과정,성인
785,강남구,[생애주기-유아·어린이 프로그램] 그림책 읽어주는 사서 4기,어린이
786,강남구,[생애주기-어린이 프로그램] 기초부터 배우는 액티비스트의 과학이야기,어린이
787,강남구,[생애주기-성인 고전인문학 프로그램] 고전의 향기를 찾아서,성인
788,강남구,"[미디어 컨텐츠 제작 프로그램] 가족과 함께하는 VR, AR 체험",성인
789,강남구,2021 세계 책의 날&도서관 주간 기념 행사,전연령
790,강남구,[생애주기-성인 고전인문학 프로그램] 우리 고전의 풍부한 자산,성인
791,강남구,[도서관주간 이벤트] 도서관을 꾸며라! 익다씨의책읽는강남 Library Sticker 이벤트,성인
792,강남구,[2021 작가의 서재 프로그램②] 야나 작가와의 만남,어린이
793,강남구,"[재능기부 프로그램] 2021년도 2분기 MATE와 함께하는 과학, Shall we mate? 1분기/2분기",어린이
794,강남구,[2021 작가의 서재 프로그램③] 김지민 작가와의 만남,성인
795,강남구,[2021 작가의 서재 프로그램④] 김경희 작가와의 만남,어린이
796,강남구,[2021 작가의 서재 프로그램⑤] 이순옥 작가와의 만남,어린이
797,강남구,[강남구 월간인문학 9월] <90년생이 온다> 임홍택 작가 초청 북콘서트,성인
798,강남구,[기관 연계 프로그램] 세계인의 밥상,성인
799,강남구,[동아리] 2021 '엄마가 읽어주는 영어그림책' 동아리,성인
800,강남구,[동아리] 2021 책뜨개 공방,성인
801,강남구,[동아리] 2021 닛쇼랑 (일본어 원서 읽기 동아리),성인
802,강남구,[동아리] 2021년도 내 마음의 그림책,전연령
803,강남구,[동아리] 2021년도 학이시습지,성인
804,강남구,[동아리] 2021 하브루타 독서 동아리,성인
805,강남구,[동아리] 2021 BTS 영어 원서 읽기 동아리,성인
806,강남구,[생애주기-어린이 프로그램] (초등독서토론동아리) 독토리 2기,어린이
807,강남구,[유아 독서동아리] 책으로 자라는 마음 5기,어린이
808,강남구,[동아리] 2021년도 책둥지 (성인 독서동아리),성인
809,강남구,2021 9월 독서의 달 행사,전연령
810,강남구,[생애주기-어린이 프로그램] 책으로 쑥쑥 크는 사회성 교실,어린이
811,강남구,[논현도서관 한책 소그룹 독서토론] 2021 강남구 한책 - 함께 읽어요! (오전/오후),전연령
812,강남구,[학교 연계 진로인문학] 랜선으로 찾아가는 작가와의 만남,어린이
813,강남구,[기관 연계 프로그램] 2021 영어스토리텔링 특강,성인
814,강남구,"[정보매체교육] 스마트폰활용교육 '스마트폰×유튜브, 나도 미디어스타'",성인
815,강남구,[기관 연계 프로그램] 2021 연화 스토리텔링,어린이
816,강남구,인문독서토론,성인
817,강남구,한나쌤과 함께하는 맛있는 중국어 (3월~5월),어린이
818,강남구,대치도서관 독서학교(3~4학년) (3월~4월),어린이
819,강남구,[도서관주간] 대치도서관 사서들이 함께쓴 도서관 별책부록 대담형 북토크,성인
820,강남구,한나쌤과 함께하는 맛있는 중국어 (6월~9월),어린이
821,강남구,에듀인과 함께하는 영어놀이터(6~7세) (3월~6월),어린이
822,강남구,에듀인과 함께하는 영어놀이터(1학년) (3월~6월),어린이
823,강남구,에듀인과 함께하는 영어놀이터(2학년) (3월~6월),어린이
824,강남구,에듀인과 함께하는 영어놀이터(3학년) (3월~6월),어린이
825,강남구,에듀인과 함께하는 영어놀이터(4학년) (3월~6월),어린이
826,강남구,에듀인과 함께하는 영어놀이터(5~6학년) (3월~6월),어린이
827,강남구,에듀인과 함께하는 영어놀이터(6~7세) (10월~12월),어린이
828,강남구,에듀인과 함께하는 영어놀이터(1학년) (10월~12월),어린이
829,강남구,에듀인과 함께하는 영어놀이터(2학년) (10월~12월),어린이
830,강남구,에듀인과 함께하는 영어놀이터(3학년) (10월~12월),어린이
831,강남구,에듀인과 함께하는 영어놀이터(4학년) (10월~12월),어린이
832,강남구,에듀인과 함께하는 영어놀이터(5~6학년) (10월~12월),어린이
833,강남구,성인 기초 중국어,성인
834,강남구,[다문화] 다문화 올림픽,전연령
835,강남구,[다문화] 다문화 인문학,전연령
836,강남구,시니어 스마트폰 활용교육,청소년
837,강남구,대치도서관 독서학교(3~4학년) (6월~7월),어린이
838,강남구,대치도서관 독서학교(3~4학년) (10월~12월),어린이
839,강남구,대치도서관 독서학교(5~6학년) (3월~4월),어린이
840,강남구,대치도서관 독서학교(5~6학년) (6월~7월),어린이
841,강남구,대치도서관 독서학교(5~6학년) (10월~12월),어린이
842,강남구,어린이 철학(3~4학년) (3월~4월),어린이
843,강남구,어린이 철학(3~4학년) (5월~6월),어린이
844,강남구,어린이 철학(3~4학년) (7월~8월),어린이
845,강남구,어린이 철학(3~4학년) (9월),어린이
846,강남구,어린이 철학(5~6학년) (3월~4월),어린이
847,강남구,어린이 철학(5~6학년) (5월~6월),어린이
848,강남구,어린이 철학(5~6학년) (7월~8월),어린이
849,강남구,어린이 철학(5~6학년) (9월),어린이
850,강남구,사서와 함께하는 Kids Fun English,어린이
851,강남구,어린이 영어 인문학 (4월~6월),어린이
852,강남구,어린이 영어 인문학 (9월~10월),어린이
853,강남구,"문학on, 미술on (3월~5월)",청소년
854,강남구,"문학on, 미술on (6월~9월)",청소년
855,강남구,"문학on, 미술on (10월~12월)",청소년
856,강남구,[기관연계] 동아시아 인문학의 월경 (3월~5월),성인
857,강남구,[기관연계] 동아시아 인문학의 월경 (11월~2022.1월),성인
858,강남구,[도서관주간] 「문어 목욕탕」 「코끼리 미용실」 최민지 작가 저자특강,성인
859,강남구,"[5월 문화가있는날] 이상특강 : 이상의 「종생기」를 통해 본 사랑, 죽음, 예술",성인
860,강남구,[8월 문화가있는날특강] 감성으로 읽는 한국 근대 문학,성인
861,강남구,[독서의달] 서현 작가와의 만남 : 숨겨진 그림책 이야기,성인
