,지역,제목,대상
2444,중랑구,[통합] [중랑숲] (4월20일모집) 취학전 천 권 읽기 연계 만지작 꼼지락 그림책 도서…,어린이
2445,중랑구,[통합] [중랑숲] (4월7일모집) 중랑숲어린이도서관 제 58회 도서관 주간 <엄마자판…,어린이
2446,중랑구,[면목] [면목] 58회 도서관주간 독서문화행사 <이수은 작가와의 만남>,전연령
2447,중랑구,[통합] [중랑숲] 2022년 부모토론학교 1기 모집 안내,성인
2448,중랑구,[상봉] [상봉] 유아어린이자료실 영어동화책 스토리텔링 안내,어린이
2449,중랑구,[양원숲] [양원] 낭讀 2090 - '3050 독서토론',성인
2450,중랑구,[양원숲] [양원] 낭讀 2090 - '5090 낭독 함께읽기',중장년
2451,중랑구,[양원숲] [양원] 낭讀 2090 - '2090 퇴근 후 책 한 권',성인
2452,중랑구,[상봉] 2022 중랑상봉도서관 다시배움1750 4월 인문강연 안내,중장년
2453,중랑구,[통합] [통합] 제 4회 겸재책거리 축제 구립도서관 부스 운영 안내,전연령
2454,중랑구,[중랑] [중랑] 팝업나무와 함께하는 업사이클링 팝업북 만들기 안내,전연령
2455,중랑구,[중랑] 중랑구립정보도서관 실비 자원봉사자 모집 안내,성인
2456,중랑구,"[상봉] 2022 중랑상봉도서관 4월 '작가를 만나는 시간, 작가상봉' 안내",전연령
2457,중랑구,[통합] [중랑숲] 2022년 초등 천 권 읽기 '하루독서' 운영 안내,어린이
2458,중랑구,[중랑] [중랑] 「중랑 지혜의 숲 이음 인문학 강좌」 마음은 어떻게 움직이는가 접…,전연령
2459,중랑구,[중랑] [중랑] 시니어의 행복한 책놀이 교실 안내,중장년
2460,중랑구,[상봉] 2022 중랑상봉도서관 다시배움1750 4월 독서클럽 참여자 모집 안내,중장년
2461,중랑구,[상봉] 2022 중랑상봉도서관 '나만의 책을 만나는 시간' 참여자 모집 안내,전연령
2462,중랑구,[상봉] 2022 중랑상봉도서관 3월 어린이 독서토론교실[1학년-4학년],어린이
2463,중랑구,[통합] [중랑] 북스타트 연계 책놀이 프로그램 「아이랑 책이랑」 모집 안내,어린이
2464,중랑구,[중랑] [중랑] 그림책 활동가 양성과정(심화) 안내,성인
2465,중랑구,[양원숲] [양원] 2022 양원에서 만나는 작가들 1 <홍민정 작가>,어린이
2466,중랑구,[양원숲] [양원] 제2기 청소년운영위원회 모집 안내,청소년
2467,중랑구,"[상봉] 2022년 중랑상봉도서관 독서토론교실 1기[5, 6학년 대상]",어린이
2468,중랑구,[통합] [면목] 독서동아리 세모와 함께 하는 비대면 독서토론 '리얼리티 버블&…,성인
2469,중랑구,[상봉] [모집마감] 2022 중랑상봉도서관 '다시배움1750' 디지털 리터러시 교…,중장년
2470,중랑구,"[상봉] 2022 중랑상봉도서관 '책, 그림 그리고 연필 한 자루' 참여자 모집",전연령
2471,중랑구,[중랑숲] [중랑숲] (변경) 중랑어린이 북스카우트 1기 대상 동아리 운영안내(일정 및 …,어린이
2472,중랑구,[중랑숲] [중랑숲] [천권연계][부모교육] 우리아이를 위한 창의력+아트 독서놀이 교수…,성인
2473,중랑구,[통합] 2022년 상반기 취학전 천 권 읽기 연계프로그램 운영 및 모집 안내 (* 3월…,어린이
2474,중랑구,[중랑숲] [중랑숲] 2022년 중랑숲어린이도서관 초등독서토론단 운영 안내,어린이
2475,중랑구,[상봉] 2022 중랑상봉도서관 어린이 독서토론교실[1학년-5학년],어린이
2476,중랑구,[중랑] [중랑] 2022년 꿈독과 함께하는 독서토론교실 운영 안내,어린이
2477,중랑구,[중랑숲] [중랑숲] 중랑어린이 북스카우트 1기 대상 동아리 모집안내,어린이
2478,중랑구,[통합] 중랑 북스타트 자원활동가 모집 안내 (마감),성인
2479,중랑구,"[통합] 중랑숲어린이도서관 2022년 문화가 있는 날 프로그램 운영 안내(*전집대출, 두…",어린이
2480,중랑구,"[상봉] 2022 중랑상봉도서관 겨울방학특강 '탄소중립, 같이 해볼까?'",어린이
2481,중랑구,"[상봉] 2021 작가를 만나는 시간, 작가상봉 : 허희정 소설가 북토크",전연령
2482,중랑구,[중랑숲] [중랑숲] 중랑숲어린이도서관 변신하는 그림책 시즌2 전시회 안내,어린이
2483,중랑구,[통합] [면목] 12월 독서문화행사 운영 안내,전연령
2484,중랑구,[통합] [중랑] 12월 문화가 있는 날 - 집콕독서챌린지 안내,어린이
2485,중랑구,"[양원숲] [양원] 도서 <엄마자판기>, <아빠자판기> 12월 조경희 작가와의 …",성인
2486,중랑구,"[상봉] 2021 작가를 만나는 시간, 작가상봉 : 송지현 소설가 북토크",전연령
2487,중랑구,[통합] [홍보] 우리아이 독서성장 이야기 (구청장과 함께하는 토론회 초대),성인
2488,중랑구,[통합] [중랑]「도서관 마을과 만나다」 도서관 포럼 안내,전연령
2489,중랑구,[통합] [중랑숲][재공고] 부모성향과 아이성향으로 알아보는 우리아이 양육법(서울가족…,성인
2490,중랑구,[상봉] 중랑상봉도서관 11월 독서토론교실 안내,어린이
2491,중랑구,[중랑] [중랑] 11월 조부모의 행복한 책놀이 교실 안내,중장년
2492,중랑구,"[통합] [중랑]「수채화, 일상을 그리다」 프로그램 안내",성인
2493,중랑구,[양원숲] [양원] 2021 청소년 독서캠프 추가 참여 모집 안내,청소년
2494,중랑구,[중랑] [중랑] 나의 첫 독서 동아리 시작하기 모집 안내,어린이
2495,중랑구,[통합] [중랑숲] 중랑숲어린이도서관 아이랑부모랑DAY- 찾아가는 예술테이블 명랑중랑…,어린이
2496,중랑구,[통합] [면목] 제4기 청소년 철학 하브루타 참여모집 안내,청소년
2497,중랑구,"[상봉] 2021 작가를 만나는 시간, 작가상봉 : 박수현 작가 북토크 안내",전연령
2498,중랑구,[통합] [중랑] 11월 문화가 있는 날 - 집콕독서챌린지 안내,어린이
2499,중랑구,[통합] [중랑] 11월 「중랑 지혜의 숲」 2021 이음 인문학 강좌 《우정과 환대의 …,전연령
2500,중랑구,[통합] [중랑숲] 서울가족학교 중랑숲아버지교실 모집안내,성인
2501,중랑구,[통합] 도서관 이야기 공모전,전연령
2502,중랑구,[통합] [중랑]「나도 소설 쓸 수 있다!」프로그램 운영 안내,성인
2503,중랑구,[상봉] [다시배움1750] 독서클럽 2기 모집 안내,중장년
2504,중랑구,"[통합] [면목] 11월 함께 읽기 성인 슬로리딩 ""월든"" 참여 안내",성인
2505,중랑구,[통합] [면목] 4기 초등 한 달 한 권 『온 책 읽기』 참여 안내,어린이
2506,중랑구,[중랑] [중랑] 2021 한 도서관 한 책 읽기 「릴레이 독서토론교실」 안내,어린이
2507,중랑구,"[상봉] 2021 작가를 만나는 시간, 작가상봉 : 송주홍 작가 북토크 안내",전연령
2508,중랑구,[상봉] 중랑상봉도서관 10월 독서토론교실 안내,어린이
2509,중랑구,[상봉] 한 도서관 한 책 읽기 독서클럽 : 「침묵의 봄」 함께 읽기,성인
2510,중랑구,[중랑] [중랑] 10월 조부모의 행복한 책놀이 교실 안내,중장년
2511,중랑구,[양원숲] [양원] 2021년 양원숲속도서관 기본 독서생활 지원 프로젝트 '일상의 독…,중장년
2512,중랑구,[양원숲] [양원] 도서관 밖에서 즐기는 책소풍,어린이
2513,중랑구,[양원숲] [양원]2021년 양원에서 만나는 작가들 (with:청소년운영위원회'꿈쟁이_x0003_…,청소년
2514,중랑구,[중랑] [중랑] 10월 「중랑 지혜의 숲」 2021 이음 인문학 강좌 안내,전연령
2515,중랑구,[중랑] [중랑] 서울형 독서문화 프로그램 지원 사업 「나도 크리에이터-북 트레일러 …,청소년
2516,중랑구,[통합] [2021 중랑북페스티벌] 팝업북 만들기 체험 프로그램 안내,어린이
2517,중랑구,[통합] [2021 중랑북페스티벌] 업사이클링 가드닝 체험 프로그램 안내,전연령
2518,중랑구,[통합] [2021 중랑북페스티벌] 라탄 책갈피 만들기 체험프로그램 안내,전연령
2519,중랑구,[통합] 2021 중랑북페스티벌 : 북바인딩 체험 안내,전연령
2520,중랑구,[통합] [중랑] 10월 문화가 있는 날 - 집콕독서챌린지 안내,어린이
2521,중랑구,[양원숲] [양원] 2021 <중랑구 한 도서관 한책읽기> 플로깅 프로그램 안내,전연령
2522,중랑구,"[통합] 중랑문화재단 2021 용마폭포문화예술축제 「당신이 작사, 동물원 작곡」 신곡 …",전연령
2523,중랑구,"[통합] [중랑숲] 중랑어린이 북스카우트 잔여석 모집 안내(3학년 5명, 4학년 1명)",어린이
2524,중랑구,[통합] [중랑]「SF소설 읽고 쓰기」운영 안내,성인
2525,중랑구,"[통합] [면목] 10월 함께 책 읽기 성인 슬로리딩 ""사피엔스""",성인
2526,중랑구,"[통합] [면목] 기록의 즐거움, ""나만의 다큐멘터리 만들기"" 프로그램 안내",전연령
2527,중랑구,[중랑] [중랑] 그림책 활동가 양성과정(입문) 안내,성인
2528,중랑구,[상봉] [다시배움1750] 인문·독서법 강연 안내,중장년
2529,중랑구,[중랑] [중랑] 세계고전문학 함께 읽기 「문학으로 나를 찾다」 안내,성인
2530,중랑구,[통합] [중랑숲] 중랑어린이 북스카우트 모집안내(초등 1-4학년 대상),어린이
2531,중랑구,[통합] 2021 북스타트 부모교육 강연 「그림책으로 배우는 우리아이 발달심리」,성인
2532,중랑구,[상봉] 중랑상봉도서관 9월 독서토론교실 안내,어린이
2533,중랑구,[중랑] [중랑] 서울형 독서문화 프로그램 지원 사업 「나도 크리에이터-북 트레일러 …,어린이
2534,중랑구,[통합] [중랑] 9월 문화가 있는 날 - 집콕독서 챌린지 안내,어린이
2535,중랑구,[중랑] [중랑] 9월 「중랑 지혜의 숲」 2021 이음 인문학 강좌 안내,전연령
2536,중랑구,[중랑] [중랑] 9월 조부모의 행복한 책놀이 교실 안내,중장년
2537,중랑구,[중랑숲] [중랑숲] 중랑숲어린이도서관 9월 독서의 달 기념 프로그램 (좋아하는 책 소…,어린이
2538,중랑구,[면목] [면목] 양성평등 주간 북토크 프로그램 참여 안내,성인
2539,중랑구,[양원숲] [양원]도전! 우리가족! 책 읽는 가족되기!(가족독서특강),어린이
2540,중랑구,[면목] [면목] 온라인 독서토론 참여 안내,전연령
2541,중랑구,[통합] [중랑] 9월 독서의달 기념 독서문화행사 안내(변경),전연령
2542,중랑구,[중랑] [중랑] 8월 조부모의 행복한 책놀이 교실 안내,중장년
2543,중랑구,[면목] [면목] 2021년 제3기 초등 온 책 읽기 운영 안내,어린이
2544,중랑구,[통합] [중랑숲] 중랑숲어린이도서관 특화프로그램 중랑숲그림책공작소 모집안내(8.31~),어린이
2545,중랑구,[상봉] [중랑상봉] 8월 독서토론교실 안내,어린이
2546,중랑구,[통합] [중랑] 2021 중랑구립정보도서관 하반기 어린이 독서회 모집,어린이
2547,중랑구,[중랑숲] [중랑숲] 2021 부모토론학교 3기 운영내용 안내,성인
2548,중랑구,[양원숲] [양원] 만지작꼼지락그림책도서관(유아책놀이) 모집안내,어린이
2549,중랑구,"[면목] [면목] 청소년 철학 하브루타 참여자 모집(수정, 수업계획안 첨부)",청소년
2550,중랑구,[통합] [중랑] 북스타트 연계 책놀이 프로그램 「책이랑 놀자!」 모집 안내,어린이
2551,중랑구,[중랑] [중랑] 망우리공원 인문학 프로그램 「망우 인문 산책」 안내,전연령
2552,중랑구,[통합] 2021 한 도서관 한 책 읽기 중랑구 한책 투표 안내,전연령
2553,중랑구,[중랑숲] [중랑숲] 2021년 초독서토론단 및 부모토론학교 3기 모집 및 운영 안내 (★…,성인
2554,중랑구,[통합] [중랑숲] [천권연계][부모교육] 그림책 요리사 과정 모집,성인
2555,중랑구,[통합] [중랑] 8월 문화가 있는 날 - 집콕독서 챌린지 안내,어린이
2556,중랑구,[중랑] 8월 「중랑 지혜의 숲」 2021 이음 인문학 강좌 안내,전연령
2557,중랑구,[양원숲] [양원] 2021 여름방학 청소년 독서캠프 취소 안내(하반기 운영예정),청소년
2558,중랑구,[상봉] [상봉] 2021년 7월 온.함.책.(온라인에서 함께 책 읽자) 안내,성인
2559,중랑구,[중랑] [중랑] 2021년 꿈독과 함께하는 여름방학 독서토론교실 안내,어린이
2560,중랑구,[면목] [면목] 8월 함께 하는 책 읽기 '성인 슬로리딩' 참여 안내,성인
2561,중랑구,[상봉] [상봉] 2021 중랑상봉도서관 여름방학특강 그림책으로 만나는 코딩,어린이
2562,중랑구,[양원숲] [양원] 2021 청소년 여름방학 독서캠프 프로그램 일정 변경 안내,청소년
2563,중랑구,[중랑] [중랑] 2021 중랑구립정보도서관 여름방학 어린이 독서교실,어린이
2564,중랑구,[양원숲] [양원] 2021 하반기 청소년 독서토론 운영안내,청소년
2565,중랑구,[면목] 2021년 중랑구립면목정보도서관 여름방학 단기특강 안내,어린이
2566,중랑구,[상봉] 중랑상봉도서관 7월 독서토론교실 안내,어린이
2567,중랑구,[중랑] [중랑] [일정 연기] 7월 조부모의 행복한 책놀이 교실 안내,중장년
2568,중랑구,[통합] [중랑] 7월 문화가 있는 날 - 집콕독서 챌린지 안내,어린이
2569,중랑구,[중랑숲] [중랑숲] 2021년도 중랑숲어린이도서관 여름 그림책 교실 모집안내(초등1-3학년…,어린이
2570,중랑구,[양원숲] [양원] 양원숲속도서관 '낭讀3090' - 5090낭독! 책 함께 읽기! 모집…,중장년
2571,중랑구,[양원숲] [양원] 양원숲속도서관 '낭讀3090' - 3050 엄마들의 독서토론 모집…,성인
2572,중랑구,[상봉] 2021년 7월 작가상봉 : 장혜령 작가 북토크(포스터를 누르면 참여 신청 화면…,전연령
2573,중랑구,[면목] [면목] 6월 문화가 있는 날 중랑구공방 연계 프로그램 참여 안내,성인
2574,중랑구,[중랑] [중랑] 7월 「중랑 지혜의 숲」 2021 고전 강좌 (대학) 안내,전연령
2575,중랑구,[중랑] [중랑] 6월 「중랑 지혜의 숲」 2021 이음 인문학 강좌 안내,전연령
2576,중랑구,[중랑] [중랑] 6월 조부모의 행복한 책놀이 교실 안내,중장년
2577,중랑구,[상봉] 2021년 6월 어린이 독서토론교실 안내,어린이
2578,중랑구,[상봉] 2021년 6월 작가상봉 : 박서련 소설가 북토크(포스터를 누르면 참여 신청 화…,전연령
2579,중랑구,[통합] [중랑] 북스타트 부모교육-우리아이 좋은 그림책 읽어주기,성인
2580,중랑구,[중랑] [중랑] 6월 문화가 있는 날 - 집콕독서 챌린지 안내,어린이
2581,중랑구,[중랑숲] [전시홍보] 중랑숲어린이도서관 업사이클링 그림책 팝업나무 전시회,어린이
2582,중랑구,[중랑] [중랑] 서울형 독서문화 프로그램 지원 사업 「낭독의 시간」 안내,중장년
2583,중랑구,[통합] [중랑숲] 초등 천 권 읽기 「하루독서」 운영 안내,어린이
2584,중랑구,[중랑숲] [중랑숲] 2021 부모토론학교 2기 운영내용 안내,성인
2585,중랑구,[면목] [면목] 초등 한 달 한 권 『온 책 읽기』 참여 안내,어린이
2586,중랑구,[중랑] [중랑] 5월 조부모의 행복한 책놀이 교실 안내,중장년
2587,중랑구,[중랑] [중랑] 6월 「중랑 지혜의 숲」 2021 고전 강좌 (맹자) 안내,전연령
2588,중랑구,[통합] [면목] 5월 문화가 있는 날 중랑구공방 연계 프로그램 참여 안내,성인
2589,중랑구,"[통합] [중랑숲]재공지) 도우리프로그램(부모교육) 6~7월 : 동화로읽는인문학, 고전읽기…",성인
2590,중랑구,[통합] [중랑상봉] 2021년 5월 어린이 독서토론교실 안내,어린이
2591,중랑구,[통합] [면목] 제2기 청소년 철학 하브루타 참여신청 안내,청소년
2592,중랑구,[통합] [중랑] 5월 「중랑 지혜의 숲」 2021 이음 인문학 강좌 안내,전연령
2593,중랑구,"[통합] [중랑숲] 2021년 초등독서토론단 2기 모집 및 운영 안내 (초등독서토론단, 부…",어린이
2594,중랑구,[통합] [중랑] 꿈다락 토요문화학교 '덜미야! 넌 누구니?' 모집 안내,어린이
2595,중랑구,[통합] [면목] 어린이 독서동아리 회원모집 안내,어린이
2596,중랑구,[중랑] [중랑] 중랑구립정보도서관 가정의 달 기념 독서문화행사,전연령
2597,중랑구,[통합] [중랑] 5월 문화가 있는 날 - 집콕독서 챌린지 안내,어린이
2598,중랑구,[통합] [중랑상봉] 2021년 5월 작가상봉 : 조우리 소설가 북토크(포스터를 누르면 참…,전연령
2599,중랑구,[양원숲] [양원] 2021 신규 독서동아리 모집안내,전연령
2600,중랑구,[통합] [중랑상봉] 2021년 4월 온.함.책.(온라인에서 함께 책 읽자) 안내,전연령
2601,중랑구,[양원숲] [양원]2021 청소년 독서토론 -우리의대화- 참가자 추가모집 안내,청소년
2602,중랑구,[통합] [면목] 4월 문화가 있는 날 중랑구공방 연계 프로그램 참여 안내,성인
2603,중랑구,[통합] [중랑] 5월 「중랑 지혜의 숲」 2021 고전 강좌 (중용) 안내,전연령
2604,중랑구,[양원숲] [양원] 2021년 4월 문화가 있는 날 '비올라로라 클래식 공연',전연령
2605,중랑구,[통합] [중랑숲] 중랑숲어린이도서관 연속간행물 나눔 행사 안내,어린이
2606,중랑구,[통합] [중랑] 4월 「중랑 지혜의 숲」 2021 이음 인문학 강좌 안내,전연령
2607,중랑구,[통합] [중랑] 4월 조부모의 행복한 책놀이 교실 안내,중장년
2608,중랑구,[통합] [중랑상봉] 4월 어린이 독서토론교실 안내,어린이
2609,중랑구,[양원숲] [양원] 가족독서 멘토 프로그램 안내,어린이
2610,중랑구,[통합] [중랑] 4월 문화가 있는 날 - 집콕독서 챌린지 안내,어린이
2611,중랑구,[양원숲] [양원]도전! 가족독서! 우리가족 책 읽는 가족되기,어린이
2612,중랑구,[통합] 중랑 이음 인문학 아카데미,전연령
2613,중랑구,[통합] 인생에서 한번은 만나야 할 동양 고전 인문아카데미,전연령
2614,중랑구,[통합] [중랑상봉] 중장년 인문독서기획 '다시배움1750' 독서클럽 모집 안내,중장년
2615,중랑구,[통합] [중랑상봉] 중장년 인문독서기획 '다시배움1750' 기초교육 모집 안내,중장년
2616,중랑구,[통합] [중랑상봉] 2021 4월 작가상봉 : 정용준 소설가 북토크,전연령
2617,중랑구,[면목] [면목] 초등 한 달 한 권 '온 책 읽기',어린이
2618,중랑구,[면목] [면목] 주간(週刊)에세이 : 10번의 글쓰기 프로젝트,성인
2619,중랑구,[통합] 2021년 3월 온.함.책.(온라인에서 함께 책 읽자) 안내,성인
2620,중랑구,"[면목] 중랑구공방X면목도서관, 비누 공예 맛보기",성인
2621,중랑구,[통합] [양원] 양원숲속도서관 제1기 청소년운영위원회 모집 안내,청소년
2622,중랑구,[통합] [중랑숲/상봉동시진행] 만지작꼼지락그림책도서관(유아책놀이) 모집안내,어린이
2623,중랑구,[통합] [중랑] 어린이 독서회 회원모집 안내,어린이
2624,중랑구,[통합] [중랑] 3월 조부모의 행복한 책놀이 교실 안내,중장년
2625,중랑구,[통합] 중랑구립정보도서관 개관 22주년 기념 행사 안내,전연령
2626,중랑구,[통합] [중랑] 3월 문화가 있는 날 - 집콕독서 챌린지 안내,어린이
2627,중랑구,[통합] [중랑] 3월 - 중랑 이음 인문학 아카데미 안내,전연령
2628,중랑구,[통합] [중랑] 4월 - 동양 고전 인문아카데미 안내,전연령
2629,중랑구,"[면목] 중랑구공방X면목도서관, 꽃 공예 맛보기",성인
2630,중랑구,[통합] [중랑상봉] 2021년 2월 온.함.책.(온라인에서 함께 책 읽자) 안내,성인
2631,중랑구,"[면목] 똑똑똑 걱정이 왔네~, 휙휙휙 걱정아 잘가!",어린이
2632,중랑구,"[통합] [중랑상봉] 2021 중랑상봉도서관 독서토론교실 1, 2, 3학년 추가모집 안내",어린이
2633,중랑구,"[중랑숲] 2021년 초등독서토론단 1기 모집 및 운영 안내 (초등독서토론단, 부모토론학교…",어린이
2634,중랑구,[통합] [중랑상봉] 2021 중랑상봉도서관 독서토론교실 안내,어린이
2635,중랑구,[통합] [양원] 2021 청소년 독서토론 주말 프로그램 안내,청소년
2636,중랑구,"[면목] 청소년, 하브루타로 철학적 독서토론하기",청소년
2637,중랑구,[통합] [상봉] ON(溫)택트 방학특강 ‘조물조물 동화책 요리’ 안내,어린이
2638,중랑구,[중랑] 2021년 미디어 리터러시 교육 안내,어린이
2639,중랑구,[중랑] 2021년 꿈독과 함께하는 겨울방학 독서토론교실 안내,어린이
2640,강북구,할로코드로 살펴보는 인공지능 / 초등 4~6학년,어린이
2641,강북구,나도 할 수 있다! 일러스트레이터 / 중고생~성인,청소년
2642,강북구,9월 상상공작소 장비활용교육(3D프린터) / 중고생~성인,청소년
2643,강북구,9월 명화와 함께하는 3D펜 / 초등 4-6학년,어린이
2644,강북구,9월 명화와 함께하는 3D펜 / 초등 1-3학년,어린이
2645,강북구,[한주제로함께읽기] 그린 데이(Green Day)_8월,어린이
2646,강북구,8월 문화가 있는 날 : 도서관 버스킹,전연령
2647,강북구,[월간 사람책] 8월: 이선민 작가 강연(대면),전연령
2648,강북구,독서동아리 문장수집가 추가 모집,중장년
2649,강북구,책 한 문장과 머그컵 굿즈 메이킹 / 중고생 ~성인 ,청소년
2650,강북구,업사이클링 스티로폼 재생아트 / 중고생 ~성인,청소년
2651,강북구,비트뮤직과 코딩을 활용한 악기 만들기 / 초등 2~4학년 ,어린이
2652,강북구,상상공작소 장비활용교육(레이저커팅기) / 중고생 ~ 성인,청소년
2653,강북구,8월 명화와 함께하는 3D펜 / 초등 4-6학년,어린이
2654,강북구,8월 명화와 함께하는 3D펜 / 초등 1-3학년,어린이
2655,강북구,[추가접수] 메타버스 타고 떠나는 인문학 여행(역사),어린이
2656,강북구,[7월 문화가 있는 날]초등 독서 토론 3~6학년,어린이
2657,강북구,[7월 문화가 있는 날]초등 독서 토론 1~2학년,어린이
2658,강북구,강북문화정보도서관 2022 여름독서교실 '그림책으로 Green 지구',어린이
2659,강북구,수박이 데구르르,어린이
2660,강북구,[한주제로함께읽기] 그린 데이(Green Day)_7월,어린이
2661,강북구,[월간 사람책] 7월: 김태경 교수 강연(비대면),성인
2662,강북구,업사이클링 계란껍질을 활용한 팝아트 소품 메이킹 / 중고생 ~ 성인 ,청소년
2663,강북구,가족과 함께하는 인공지능과 진로 ,전연령
2664,강북구,책 한 문장과 우드버닝 / 성인 ,성인
2665,강북구,7월 상상공작소 장비활용교육(3D프린터) / 중고생~성인,청소년
2666,강북구,7월 명화와 함께하는 3D펜 / 초등 4-6학년,어린이
2667,강북구,7월 명화와 함께하는 3D펜 / 초등 1-3학년 ,어린이
2668,강북구,이야기가 있는 코딩 / 초등 4~6학년 ,어린이
2669,강북구,메타버스 타고 떠나는 인문학 여행(문학) ,어린이
2670,강북구,6월 문화가 있는 날 : 도서관 피크닉,전연령
2671,강북구,하나!둘!셋!넷! 응차!,어린이
2672,강북구,[한주제로함께읽기] 그린 데이(Green Day)_6월 ,성인
2673,강북구,[월간 사람책] 6월: 김원영 변호사 강연(비대면),성인
2674,강북구,"성인 그림책테라피 <그림책, 나를 만나는 시간>",성인
2675,강북구,그림책 탐험대 (육아팀플! 더 이상의 무임승차는 없다) B팀,어린이
2676,강북구,그림책 탐험대 (육아팀플! 더 이상의 무임승차는 없다) A팀,어린이
2677,강북구,2022 길위의인문학 3기 ,전연령
2678,강북구,2022 길위의인문학 2기 ,전연령
2679,강북구,2022 길위의인문학 1기 ,전연령
2680,강북구,공감_너의 마음 이해하기_녹음모듈을 이용한 스토리 북마커 메이킹,어린이
2681,강북구,회복탄력성_너에게만 알려줄게_의미심장 선캐쳐 메이킹,어린이
2682,강북구,친환경 버블바 메이킹 / 성인,성인
2683,강북구,상상공작소 장비활용교육(레이저커팅기) / 중학생 ~성인,어린이
2684,강북구,6월 명화와 함께하는 3D펜 / 초등 1-3학년,어린이
2685,강북구,6월 명화와 함께하는 3D펜 / 초등 4-6학년,어린이
2686,강북구,<그림책으로 떠나는 신통방통 세계여행> 프로그램 참여자 모집,어린이
2687,강북구,5월문화가있는날,전연령
2688,강북구,2022 강북까치서당 3~6 학년,어린이
2689,강북구,2022 강북까치서당 1.2 학년,어린이
2690,강북구,[월간 사람책] 5월: 백세희 작가 강연(비대면),전연령
2691,강북구,메타버스도서관 견학프로그램 <다 함께 메타버스>,어린이
2692,강북구,(북스타트) 으쌰으쌰 미니 체육대회,어린이
2693,강북구,[대면]업사이클링 플라스틱컵 행잉 화분 걸이 메이킹,전연령
2694,강북구,[대면]공기정화식물이오난사 조명등 메이킹 / 어르신,중장년
2695,강북구,[대면]감사의 달 실루엣커팅기를 활용한 카네이션 화분 메이킹/초등4-6학년+중등,어린이
2696,강북구,[비대면]아두이노와 스마트팜 / 초등5~6학년+중등,어린이
2697,강북구,[대면]장비활용교육_3D프린터 / 중학생~성인,어린이
2698,강북구,[대면] 명화와 함께하는 3D펜 /1-3학년 ,어린이
2699,강북구,[대면] 명화와 함께하는 3D펜 /초등 4-6학년 ,어린이
2700,강북구,4월문화가 있는날,전연령
2701,강북구,초록초록 만들기,어린이
2702,강북구,학부모 대상 청소년 글쓰기 특강 <질문으로 완성하는 청소년 글쓰기>,어린이
2703,강북구,[도서관민주학교] '역사동화로 배우는 민주주의 이야기(신현수 작가와의 만남),어린이
2704,강북구,[도서관민주학교] 4·19혁명 기념 이인석 작가 특강(성인),성인
2705,강북구,[대상확대]3D프린터를 활용한 4.19 덕분에 토퍼 메이킹 / 초등 4-6학년 + 중등,어린이
2706,강북구,[대면] 레이저커팅기를 활용한 4.19덕분에 컵받침 메이킹,성인
2707,강북구,[비대면] 내 인생의 책 한 문장 토퍼 메이킹 / 성인,성인
2708,강북구,[작은도서관]번1동 새마을문고 '사일구'특강(대면),어린이
2709,강북구,[작은도서관]미아동 새마을문고 '사일구'특강(비대면),어린이
2710,강북구,3월 문화가 있는날,어린이
2711,강북구,[비대면]3D프린터 운용기능사 자격증_실기반,성인
2712,강북구,[비대면] 신재생에너지와 태양광 주택 메이킹/ 초등4~6학년,어린이
2713,강북구,[대면] 장비활용교육_레이저커팅 / 중학생~성인,어린이
2714,강북구,[대면] 명화와 함께하는 3D펜 / 초등 1-3학년,어린이
2715,강북구,[대면]명화와 함께하는 3D펜 / 초등4-6학년,어린이
2716,강북구,[대면] 강북(Book)타운 <김은형 작가와의 만남> ,전연령
2717,강북구,[비대면] 강북(Book)타운 <김은형 작가와의 만남> ,전연령
2718,강북구,[비대면]가구 설계 전문가 되어 보기_3D 프린터 / 초등4~6학년+중등,어린이
2719,강북구,[비대면] 지속가능한 모빌리티 전기자동차 / 초등 4~6학년,어린이
2720,강북구,[대면] 장비활용교육_3D프린터 / 중학생~성인,어린이
2721,강북구,[대면] 명화와 함께하는 3D펜 / 초등 1-3학년 ,어린이
2722,강북구,[대면]명화와 함께하는 3D펜 / 초등4-6학년,어린이
2723,강북구,독서동아리(40대 이상) '문장수집가' 회원 모집,중장년
2724,강북구,어린이독서동아리 '강북(BooK)탐험단' 단원 모집 (초등 3~4학년),어린이
2725,강북구,독서동아리(중학생) '행Book하자' 회원 모집,어린이
2726,강북구,"독서동아리(2,30대) '야나독' 회원 모집",성인
2727,강북구,2월문화가있는날 고학년,어린이
2728,강북구,2월문화가있는날 저학년,어린이
2729,강북구,그림책을 부탁해,어린이
2730,강북구,1월 문화가 있는날,전연령
2731,강북구,"그림책 마음코칭(5,6학년)",어린이
2732,강북구,"그림책 마음코칭(3,4학년)",어린이
2733,강북구,"그림책 마음코칭(1,2학년)",어린이
2734,강북구,상상공작소 장비활용교육(3D프린터)/ 중고생~성인,어린이
2735,강북구,[비대면]환경 보호 앱 만들기_앱인벤터 / 초등 4-6학년,어린이
2736,강북구,[비대면]마이 스토리 이니셜 북폴딩(업사이클링) / 성인,성인
2737,강북구,새해 소망을 담은 토퍼 메이킹_실루엣커팅기/ 성인,성인
2738,강북구,새해 소망을 담은 DIY 큐브 조명등 메이킹/초등1-3학년,어린이
2739,강북구,새해 소망을 담은 DIY 큐브 조명등 메이킹/초등4-6학년,어린이
