title,url
이재영 증평군수 노인복지관서 역사교육 특강,http://www.joongdo.co.kr/web/view.php?key=20220905010001131
"'정년연장' 논의 불붙나…KDI ""노인연령 상향·임금체계 개편해야""",http://www.edaily.co.kr/news/newspath.asp?newsid=02400966632457496
"완산소방, 노인복지시설서 심폐소생술 교육 실시",http://www.jjn.co.kr/news/articleView.html?idxno=919748
"인천시, 중간지원조직 네트워크 공동 시민교육",http://www.incheontoday.com/news/articleView.html?idxno=221339
"진천군의회 김기복 의원, 노인회 임원 활동비 지원 현실화 촉구",https://www.gukjenews.com/news/articleView.html?idxno=2550156
"진천군의회 김기복 의원, 노인회 임원 활동비 지원 현실화 촉구",https://www.gukjenews.com/news/articleView.html?idxno=2550156
"세종시교육청, 추석 맞아 사회복지시설 위문",https://cc.newdaily.co.kr/site/data/html/2022/09/05/2022090500100.html
"이재영 증평군수, 증평군노인복지관서 역사교육 특강",https://www.gukjenews.com/news/articleView.html?idxno=2544160
"산청교육지원청, '취약계층 민원서류 배달제' 운영",http://www.joongdo.co.kr/web/view.php?key=20220914010003472
"대전중장년지원센터, 3학기 ‘직업훈련 개발교육 및 문화여가 활동교육’ 수강...",http://www.shinailbo.co.kr/news/articleView.html?idxno=1598244
"[대구소식] 북구, 경로당서 스마트폰·키오스크 교육 실시 등",http://www.newsis.com/view/?id=NISX20220906_0002004899&cID=10810&pID=10800
"""노인 복지로 영혼 구원의 열매를 맺다""",https://www.goodnews1.com/news/articleView.html?idxno=412339
"황규철 옥천군수, 옥천군 노인회 노인대학 특강",http://www.ggilbo.com/news/articleView.html?idxno=933401
진도경찰 교통사고 예방을 위한 교통안전 교육,http://www.kwangju.co.kr/article.php?aid=1663229404743369153
"농식품유통교육원, 추석 맞이 지역상생 사회공헌 펼쳐",http://sjbnews.com/news/news.php?number=756317
"울산시, 제2시립노인복지관 건립… 2024년 8월 준공",https://www.news1.kr/articles/4793107
"이재영 증평군수, 증평군노인복지관 찾아 역사교육 특강",http://www.bzeronews.com/news/articleView.html?idxno=528833
"괴산군, 취약계층대상 평생교육 프로그램 운영 확대",https://www.inews365.com/news/article.html?no=730831
"농식품유통교육원, 추석 맞이 '지역상생 사회공헌'",http://www.ccnnews.co.kr/news/articleView.html?idxno=268583
세종시교육청 행복한 추석 보내세요,http://www.m-i.kr/news/articleView.html?idxno=948151
"인천시, 중간지원조직 네트워크 공동 시민교육 개최",http://www.lecturernews.com/news/articleView.html?idxno=107005
호남대 사회복지학과 '간호학과 학생 대상 노인장애인 체험 활동' 진행,http://www.veritas-a.com/news/articleView.html?idxno=428916
"충북보과대, 행복모아(주) 장애인 재직근로자 직무향상과정 교육",http://www.jbnews.com/news/articleView.html?idxno=1370859
시설물 상시 개방해 노인대학 운영ㆍ청소년 예의교육,http://www.gnmaeil.com/news/articleView.html?idxno=503615
"인천시,‘노인일자리는 인천’명성 입증",http://www.breaknews.com/923803
"울산, 제2시립노인복지관 건립···2024년 8월 준공",https://www.khan.co.kr/local/Ulsan/article/202209050830001
"세종시교육청, 추석 맞이 사회복지시설 위문",https://www.viva100.com/main/view.php?key=20220905010001314
시설물 상시 개방해 노인대학 운영ㆍ청소년 예의교육,http://www.gnmaeil.com/news/articleView.html?idxno=503615
"인천시,‘노인일자리는 인천’명성 입증",http://www.breaknews.com/923803
"전북은행, 김제노인종합복지관에 'JB어르신 문화쉼터 제9호' 오픈",http://www.jeonmin.co.kr/news/articleView.html?idxno=363389
"윤 대통령, 독거노인 찾아 추석선물 전달…""위기가구 촘촘히 발굴""",http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00006&news_seq_no=4834928
"괴산군, 취약계층대상 평생교육 운영 확대",http://www.daejonilbo.com/news/articleView.html?idxno=2023010
"영천시, 찾아가는 디지털 역량 강화 교육 나서",http://www.kbsm.net/news/view.php?idx=363403
"제주영상문화산업진흥원, 장애청소년 미디어교육 개설",http://www.jejusori.net/news/articleView.html?idxno=407583
"농식품유통교육원, 추석 맞이 사회공헌 진행",http://www.aflnews.co.kr/news/articleView.html?idxno=232854
울산 북구에 지역 최대 제2시립노인복지관 건립,http://www.fnnews.com/news/202209050958278767
"제주영상문화산업진흥원, 장애청소년 미디어교육 개설",http://www.jejusori.net/news/articleView.html?idxno=407583
"농식품유통교육원, 추석 맞이 사회공헌 진행",http://www.aflnews.co.kr/news/articleView.html?idxno=232854
"내년 저소득층·노인 등에 74조 지원…""사회적 약자 보호, 국가 책무""",http://www.joseilbo.com/news/news_read.php?uid=465630&class=1&grp=
영진전문대 평생교육원 방문재활간호 아카데미 개설,http://www.newsis.com/view/?id=NISX20220908_0002008489&cID=10810&pID=10800
대한노인회 완주군지회 노인대학 문 열어,http://www.jeollailbo.com/news/articleView.html?idxno=667118
"[청주소식] 이범석 시장, 노인요양시설 추석 위문 등",http://www.newsis.com/view/?id=NISX20220905_0002003149&cID=10899&pID=10800
[진천소식]전통시장·노인요양시설 방문 등,http://www.newsis.com/view/?id=NISX20220905_0002003539&cID=10806&pID=10800
"경남교육청, 범숙학교에 위문품 전달",http://www.idomin.com/news/articleView.html?idxno=804554
"인천시, 중간지원조직 네트워크 공동 시민교육 개최",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202209141103196730586
내년 저소득층·노인 등 취약계층 2100만명에 예산 74조 지원,http://www.newsway.co.kr/news/view?tp=1&ud=2022090816071058710
"거제시니어클럽, 사업 참여 노인 대상 교육",http://www.gnnews.co.kr/news/articleView.html?idxno=509363
"세종교육청, 사회복지시설 방문 사랑나눔",http://www.ccnnews.co.kr/news/articleView.html?idxno=268172
